State,GEOID,Type
California,06037294620,Low-Income Community
California,06037294701,Low-Income Community
California,06037294820,Low-Income Community
California,06037294830,Low-Income Community
California,06037296210,Low-Income Community
California,06037296220,Low-Income Community
California,06037296500,Low-Income Community
California,06037296600,Low-Income Community
California,06037402304,Low-Income Community
California,06037402702,Low-Income Community
California,06037403200,Low-Income Community
California,06037404201,Low-Income Community
California,06037408138,Low-Income Community
California,06037408800,Low-Income Community
California,06037433302,Low-Income Community
California,06037433403,Low-Income Community
California,06037433501,Low-Income Community
California,06037433901,Low-Income Community
California,06037501803,Low-Income Community
California,06037530902,Low-Income Community
California,06037531301,Low-Income Community
California,06037532304,Low-Income Community
California,06037532606,Low-Income Community
California,06037532800,Low-Income Community
California,06037532900,Low-Income Community
California,06037533103,Low-Income Community
California,06037533104,Low-Income Community
California,06037533105,Low-Income Community
California,06037533403,Low-Income Community
California,06037533701,Low-Income Community
California,06037534202,Low-Income Community
California,06037534301,Low-Income Community
California,06037534404,Low-Income Community
California,06037535002,Low-Income Community
California,06037535101,Low-Income Community
California,06037535102,Low-Income Community
California,06037540201,Low-Income Community
California,06037540202,Low-Income Community
California,06037540400,Low-Income Community
California,06037541400,Low-Income Community
California,06037541603,Low-Income Community
California,06037541604,Low-Income Community
California,06037542105,Low-Income Community
California,06037542106,Low-Income Community
California,06037542501,Low-Income Community
California,06037542502,Low-Income Community
California,06037542601,Low-Income Community
California,06037550000,Low-Income Community
California,06037570603,Low-Income Community
California,06037571600,Low-Income Community
California,06037571704,Low-Income Community
California,06037572500,Low-Income Community
California,06037572800,Low-Income Community
California,06037573002,Low-Income Community
California,06037573004,Low-Income Community
California,06037573300,Low-Income Community
California,06037575102,Low-Income Community
California,06037575202,Low-Income Community
California,06037575401,Low-Income Community
California,06037575801,Low-Income Community
California,06037575802,Low-Income Community
California,06037575803,Low-Income Community
California,06037575901,Low-Income Community
California,06037576200,Low-Income Community
California,06037576401,Low-Income Community
California,06037576403,Low-Income Community
California,06037576901,Low-Income Community
California,06037600100,Low-Income Community
California,06037600202,Low-Income Community
California,06037600303,Low-Income Community
California,06037600304,Low-Income Community
California,06037601202,Low-Income Community
California,06037601700,Low-Income Community
California,06037601801,Low-Income Community
California,06037602505,Low-Income Community
California,06037602801,Low-Income Community
California,06037604100,Low-Income Community
California,06037900501,Low-Income Community
California,06037900606,Low-Income Community
California,06037900607,Low-Income Community
California,06037900703,Low-Income Community
California,06037900704,Low-Income Community
California,06037900806,Low-Income Community
California,06037910402,Low-Income Community
California,06037910403,Low-Income Community
California,06037910501,Low-Income Community
California,06037910504,Low-Income Community
California,06037910601,Low-Income Community
California,06037910602,Low-Income Community
California,06037980014,Low-Income Community
California,06039000103,Low-Income Community
California,06039000202,Non-LIC Contiguous
California,06039000503,Non-LIC Contiguous
California,06039000506,Low-Income Community
California,06039000800,Low-Income Community
California,06041112201,Low-Income Community
California,06043000101,Low-Income Community
California,06043000102,Low-Income Community
California,06045010100,Low-Income Community
California,06045011300,Low-Income Community
California,06045011500,Low-Income Community
California,06047000503,Low-Income Community
California,06047000602,Low-Income Community
California,06047000603,Low-Income Community
California,06047001301,Low-Income Community
California,06047001302,Low-Income Community
California,06047001401,Low-Income Community
California,06047001501,Low-Income Community
California,06047001601,Low-Income Community
California,06047001602,Low-Income Community
California,06047001700,Low-Income Community
California,06047002201,Low-Income Community
California,06049000100,Low-Income Community
California,06049000300,Low-Income Community
California,06053000400,Low-Income Community
California,06053000502,Low-Income Community
California,06053001300,Low-Income Community
California,06053001802,Low-Income Community
California,06053011302,Low-Income Community
California,06053013500,Low-Income Community
California,06053013700,Low-Income Community
California,06053014102,Low-Income Community
California,06053014500,Low-Income Community
California,06055200202,Low-Income Community
California,06055200804,Low-Income Community
California,06057000600,Low-Income Community
California,06057000900,Low-Income Community
California,06059001801,Low-Income Community
California,06059011601,Low-Income Community
California,06059011602,Low-Income Community
California,06059011720,Low-Income Community
California,06059011721,Low-Income Community
California,06059042107,Low-Income Community
California,06059042312,Low-Income Community
California,06059063605,Low-Income Community
California,06059063701,Low-Income Community
California,06059074403,Low-Income Community
California,06059074405,Low-Income Community
California,06059074406,Low-Income Community
California,06059074602,Low-Income Community
California,06059074802,Low-Income Community
California,06059075002,Low-Income Community
California,06059075003,Low-Income Community
California,06059075100,Low-Income Community
California,06059075201,Low-Income Community
California,06059086405,Low-Income Community
California,06059087403,Low-Income Community
California,06059087405,Low-Income Community
California,06059087505,Low-Income Community
California,06059087803,Low-Income Community
California,06059088201,Low-Income Community
California,06059089104,Low-Income Community
California,06059089105,Low-Income Community
California,06059099402,Low-Income Community
California,06061020401,Low-Income Community
California,06061020901,Low-Income Community
California,06061021603,Low-Income Community
California,06063000202,Low-Income Community
California,06063000400,Low-Income Community
California,06065030103,Low-Income Community
California,06065030300,Low-Income Community
California,06065030400,Low-Income Community
California,06065030501,Low-Income Community
California,06065030502,Low-Income Community
California,06065031300,Low-Income Community
California,06065040203,Low-Income Community
California,06065041101,Low-Income Community
California,06065041410,Low-Income Community
California,06065041703,Low-Income Community
California,06065042010,Low-Income Community
California,06065042209,Low-Income Community
California,06065042210,Low-Income Community
California,06065042404,Low-Income Community
California,06065042505,Low-Income Community
California,06065042506,Low-Income Community
California,06065042514,Low-Income Community
California,06065042515,Low-Income Community
California,06065042723,Low-Income Community
California,06065042800,Low-Income Community
California,06065042903,Low-Income Community
California,06065042904,Low-Income Community
California,06065043307,Low-Income Community
California,06065043310,Low-Income Community
California,06065043401,Low-Income Community
California,06065043403,Low-Income Community
California,06065043405,Low-Income Community
California,06065043601,Low-Income Community
California,06065043602,Low-Income Community
California,06065044101,Low-Income Community
California,06065044200,Low-Income Community
California,06065044507,Low-Income Community
California,06065044509,Low-Income Community
California,06065044510,Low-Income Community
California,06065044702,Low-Income Community
California,06065044915,Low-Income Community
California,06065045000,Low-Income Community
California,06065045303,Low-Income Community
California,06065045502,Low-Income Community
California,06065045604,Low-Income Community
California,06065045605,Low-Income Community
California,06065045609,Low-Income Community
California,06065045703,Low-Income Community
California,06065045705,Low-Income Community
California,06065045706,Low-Income Community
California,06065046102,Low-Income Community
California,06065046200,Low-Income Community
California,06065046500,Low-Income Community
California,06065051100,Low-Income Community
California,06067000500,Low-Income Community
California,06067000700,Low-Income Community
California,06067001101,Low-Income Community
California,06067002100,Low-Income Community
California,06067002200,Low-Income Community
California,06067002800,Low-Income Community
California,06067003700,Low-Income Community
California,06067004100,Low-Income Community
California,06067004203,Low-Income Community
California,06067004402,Low-Income Community
California,06067004501,Low-Income Community
California,06067004502,Low-Income Community
California,06067004601,Low-Income Community
California,06067004701,Low-Income Community
